kind,series_name,series_imdb_id,season,episode,original_air_date,original_air_year,rating,votes,runtime,is_comedy,is_drama
tv series,Vis a vis,4524056,4,4,7 Jan. 2019,2019,8.4,218,,0,1
tv series,Vis a vis,4524056,4,5,14 Jan. 2019,2019,8,203,,0,1
tv series,Vis a vis,4524056,4,6,21 Jan. 2019,2019,8.3,218,,0,1
tv series,Vis a vis,4524056,4,7,28 Jan. 2019,2019,8.9,306,,0,1
tv series,Vis a vis,4524056,4,8,4 Feb. 2019,2019,8.9,330,,0,1
tv series,Salt Fat Acid Heat,8772088,1,1,11 Oct. 2018,2018,7.6,104,,0,0
tv series,Salt Fat Acid Heat,8772088,1,2,11 Oct. 2018,2018,7.6,85,,0,0
tv series,Salt Fat Acid Heat,8772088,1,3,11 Oct. 2018,2018,7.5,71,,0,0
tv series,Salt Fat Acid Heat,8772088,1,4,11 Oct. 2018,2018,7.2,60,,0,0
tv series,She,11905720,1,1,20 Mar. 2020,2020,6.9,53,33,0,1
tv series,She,11905720,1,2,20 Mar. 2020,2020,6.5,41,,0,1
tv series,She,11905720,1,3,20 Mar. 2020,2020,6.6,37,,0,1
tv series,She,11905720,1,4,20 Mar. 2020,2020,6.5,35,,0,1
tv series,She,11905720,1,5,20 Mar. 2020,2020,6.3,36,,0,1
tv series,She,11905720,1,6,20 Mar. 2020,2020,6.4,35,,0,1
tv series,She,11905720,1,7,20 Mar. 2020,2020,7,44,,0,1
tv series,Welcome to the Family,7490342,1,1,22 Jan. 2018,2018,7,18,50,1,0
tv series,Welcome to the Family,7490342,1,2,29 Jan. 2018,2018,7.4,10,50,1,0
tv series,Welcome to the Family,7490342,1,3,5 Feb. 2018,2018,7.4,10,50,1,0
tv series,Welcome to the Family,7490342,1,4,12 Feb. 2018,2018,7.3,10,50,1,0
tv series,Welcome to the Family,7490342,1,5,19 Feb. 2018,2018,7.5,11,50,1,0
tv series,Welcome to the Family,7490342,1,6,26 Feb. 2018,2018,7.3,10,50,1,0
tv series,Welcome to the Family,7490342,1,7,5 Mar. 2018,2018,7.2,8,50,1,0
tv series,Welcome to the Family,7490342,1,8,12 Mar. 2018,2018,7.9,7,50,1,0
tv series,Welcome to the Family,7490342,1,9,19 Mar. 2018,2018,8.1,7,50,1,0
tv series,Welcome to the Family,7490342,1,10,26 Mar. 2018,2018,7.9,7,50,1,0
tv series,Welcome to the Family,7490342,1,11,2 Apr. 2018,2018,8,6,50,1,0
tv series,Welcome to the Family,7490342,1,12,9 Apr. 2018,2018,8.1,7,50,1,0
tv series,Welcome to the Family,7490342,1,13,16 Apr. 2018,2018,7.9,7,50,1,0
tv series,Welcome to the Family,7490342,2,1,14 Jan. 2019,2019,7.2,,,1,0
tv series,Welcome to the Family,7490342,2,2,21 Jan. 2019,2019,,,,1,0
tv series,Welcome to the Family,7490342,2,3,28 Jan. 2019,2019,,,,1,0
tv series,Welcome to the Family,7490342,2,4,4 Feb. 2019,2019,,,,1,0
tv series,Welcome to the Family,7490342,2,5,11 Feb. 2019,2019,,,,1,0
tv series,Welcome to the Family,7490342,2,6,18 Feb. 2019,2019,,,,1,0
tv series,Welcome to the Family,7490342,2,7,25 Feb. 2019,2019,,,,1,0
tv series,Welcome to the Family,7490342,2,8,4 Mar. 2019,2019,,,,1,0
tv series,Welcome to the Family,7490342,2,9,11 Mar. 2019,2019,,,,1,0
tv series,Welcome to the Family,7490342,2,10,18 Mar. 2019,2019,,,,1,0
tv series,Welcome to the Family,7490342,2,11,1 Apr. 2019,2019,,,,1,0
tv series,Welcome to the Family,7490342,2,12,8 Apr. 2019,2019,,,,1,0
tv series,Welcome to the Family,7490342,2,13,15 Apr. 2019,2019,,,,1,0
tv series,Criminal: Germany,10986056,1,1,20 Sep. 2019,2019,8.2,471,45,0,1
tv series,Criminal: Germany,10986056,1,2,20 Sep. 2019,2019,7.5,393,,0,1
tv series,Criminal: Germany,10986056,1,3,20 Sep. 2019,2019,8.4,409,,0,1
tv series,Erased,7573686,1,1,15 Dec. 2017,2017,7.6,100,,0,1
tv series,Erased,7573686,1,2,15 Dec. 2017,2017,8,86,,0,1
tv series,Erased,7573686,1,3,15 Dec. 2017,2017,8.3,82,,0,1
tv series,Erased,7573686,1,4,15 Dec. 2017,2017,8,73,,0,1
tv series,Erased,7573686,1,5,15 Dec. 2017,2017,8,73,,0,1
tv series,Erased,7573686,1,6,15 Dec. 2017,2017,8.1,70,,0,1
tv series,Erased,7573686,1,7,15 Dec. 2017,2017,8,68,,0,1
tv series,Erased,7573686,1,8,15 Dec. 2017,2017,8.6,71,,0,1
tv series,Erased,7573686,1,9,15 Dec. 2017,2017,8.3,62,,0,1
tv series,Erased,7573686,1,10,15 Dec. 2017,2017,7.9,62,,0,1
tv series,Erased,7573686,1,11,15 Dec. 2017,2017,7.8,59,,0,1
tv series,Erased,7573686,1,12,15 Dec. 2017,2017,8,62,,0,1
tv series,Warrior Nun,9059350,1,1,2 Jul. 2020,2020,7.3,760,50,0,1
tv series,Warrior Nun,9059350,1,2,2 Jul. 2020,2020,7.2,609,40,0,1
tv series,Warrior Nun,9059350,1,3,2 Jul. 2020,2020,7.4,577,46,0,1
tv series,Warrior Nun,9059350,1,4,2 Jul. 2020,2020,7.4,536,44,0,1
tv series,Warrior Nun,9059350,1,5,2 Jul. 2020,2020,7.5,524,45,0,1
tv series,Warrior Nun,9059350,1,6,2 Jul. 2020,2020,7.4,531,46,0,1
tv series,Warrior Nun,9059350,1,7,2 Jul. 2020,2020,7.6,504,39,0,1
tv series,Warrior Nun,9059350,1,8,2 Jul. 2020,2020,7.6,502,41,0,1
tv series,Warrior Nun,9059350,1,9,2 Jul. 2020,2020,8,517,37,0,1
tv series,Warrior Nun,9059350,1,10,2 Jul. 2020,2020,8.1,617,42,0,1
tv series,October Faction,8826128,-1,-1,23 Jan. 2020,2020,,,45,0,1
tv series,October Faction,8826128,1,1,23 Jan. 2020,2020,6.4,346,49,0,1
tv series,October Faction,8826128,1,2,23 Jan. 2020,2020,6.5,300,45,0,1
tv series,October Faction,8826128,1,3,23 Jan. 2020,2020,6.7,255,39,0,1
tv series,October Faction,8826128,1,4,23 Jan. 2020,2020,7,229,41,0,1
tv series,October Faction,8826128,1,5,23 Jan. 2020,2020,7,215,39,0,1
tv series,October Faction,8826128,1,6,23 Jan. 2020,2020,7.2,209,36,0,1
tv series,October Faction,8826128,1,7,23 Jan. 2020,2020,7.1,199,39,0,1
tv series,October Faction,8826128,1,8,23 Jan. 2020,2020,7.2,211,39,0,1
tv series,October Faction,8826128,1,9,23 Jan. 2020,2020,7,197,39,0,1
tv series,October Faction,8826128,1,10,23 Jan. 2020,2020,7.1,228,45,0,1
tv series,The End of the F***ing World,6257970,1,1,24 Oct. 2017,2017,8,3899,18,1,1
tv series,The End of the F***ing World,6257970,1,2,24 Oct. 2017,2017,7.8,3377,22,1,1
tv series,The End of the F***ing World,6257970,1,3,24 Oct. 2017,2017,8.6,3644,21,1,1
tv series,The End of the F***ing World,6257970,1,4,24 Oct. 2017,2017,8.1,3063,21,1,1
tv series,The End of the F***ing World,6257970,1,5,24 Oct. 2017,2017,8.1,3008,20,1,1
tv series,The End of the F***ing World,6257970,1,6,24 Oct. 2017,2017,8.2,2974,22,1,1
tv series,The End of the F***ing World,6257970,1,7,24 Oct. 2017,2017,7.8,2924,21,1,1
tv series,The End of the F***ing World,6257970,1,8,24 Oct. 2017,2017,8.8,3650,19,1,1
tv series,The End of the F***ing World,6257970,2,1,5 Nov. 2019,2019,7.7,2258,25,1,1
tv series,The End of the F***ing World,6257970,2,2,5 Nov. 2019,2019,8.3,2068,19,1,1
tv series,The End of the F***ing World,6257970,2,3,5 Nov. 2019,2019,8.2,1944,22,1,1
tv series,The End of the F***ing World,6257970,2,4,5 Nov. 2019,2019,8.4,1918,21,1,1
tv series,The End of the F***ing World,6257970,2,5,5 Nov. 2019,2019,7.9,1809,21,1,1
tv series,The End of the F***ing World,6257970,2,6,5 Nov. 2019,2019,7.9,1810,19,1,1
tv series,The End of the F***ing World,6257970,2,7,5 Nov. 2019,2019,9.1,2408,24,1,1
tv series,The End of the F***ing World,6257970,2,8,5 Nov. 2019,2019,8.8,2325,19,1,1
tv series,The I-Land,9067020,1,1,12 Sep. 2019,2019,5.4,672,42,0,1
tv series,The I-Land,9067020,1,2,12 Sep. 2019,2019,5.6,560,43,0,1
tv series,The I-Land,9067020,1,3,12 Sep. 2019,2019,5.3,504,39,0,1
tv series,The I-Land,9067020,1,4,12 Sep. 2019,2019,5.4,462,,0,1
tv series,The I-Land,9067020,1,5,12 Sep. 2019,2019,5.5,426,,0,1
tv series,The I-Land,9067020,1,6,12 Sep. 2019,2019,5.4,422,,0,1
tv series,The I-Land,9067020,1,7,12 Sep. 2019,2019,5.3,422,,0,1
tv series,Anne with an E,5421602,1,1,12-May-17,2017,9,1943,88,0,1
tv series,Anne with an E,5421602,1,2,26 Mar. 2017,2017,8.8,1629,44,0,1
tv series,Anne with an E,5421602,1,3,2 Apr. 2017,2017,8.9,1539,44,0,1
tv series,Anne with an E,5421602,1,4,9 Apr. 2017,2017,8.9,1510,44,0,1
tv series,Anne with an E,5421602,1,5,16 Apr. 2017,2017,9,1495,44,0,1
tv series,Anne with an E,5421602,1,6,23 Apr. 2017,2017,9,1453,44,0,1
tv series,Anne with an E,5421602,1,7,12-May-17,2017,9,1474,44,0,1
tv series,Anne with an E,5421602,2,1,6 Jul. 2018,2018,8.6,1310,45,0,1
tv series,Anne with an E,5421602,2,2,6 Jul. 2018,2018,8.6,1257,44,0,1
tv series,Anne with an E,5421602,2,3,6 Jul. 2018,2018,9,1283,44,0,1
tv series,Anne with an E,5421602,2,4,6 Jul. 2018,2018,8.7,1230,44,0,1
tv series,Anne with an E,5421602,2,5,6 Jul. 2018,2018,8.8,1215,43,0,1
tv series,Anne with an E,5421602,2,6,6 Jul. 2018,2018,9.1,1248,44,0,1
tv series,Anne with an E,5421602,2,7,6 Jul. 2018,2018,8.6,1407,44,0,1
tv series,Anne with an E,5421602,2,8,6 Jul. 2018,2018,8.8,1220,44,0,1
tv series,Anne with an E,5421602,2,9,6 Jul. 2018,2018,9.2,1214,44,0,1
tv series,Anne with an E,5421602,2,10,6 Jul. 2018,2018,9.3,1260,44,0,1
tv series,Anne with an E,5421602,3,1,3 Jan. 2020,2020,9.2,1291,,0,1
tv series,Anne with an E,5421602,3,2,3 Jan. 2020,2020,9.1,1220,,0,1
tv series,Anne with an E,5421602,3,3,3 Jan. 2020,2020,9.4,1356,,0,1
tv series,Anne with an E,5421602,3,4,3 Jan. 2020,2020,9.2,1167,,0,1
tv series,Anne with an E,5421602,3,5,3 Jan. 2020,2020,9.4,1227,,0,1
tv series,Anne with an E,5421602,3,6,3 Jan. 2020,2020,9.2,1161,,0,1
tv series,Anne with an E,5421602,3,7,3 Jan. 2020,2020,9.4,1252,,0,1
tv series,Anne with an E,5421602,3,8,3 Jan. 2020,2020,9.4,1199,,0,1
tv series,Anne with an E,5421602,3,9,3 Jan. 2020,2020,9.3,1175,,0,1
tv series,Anne with an E,5421602,3,10,3 Jan. 2020,2020,9.7,1599,,0,1
tv series,Roman Empire,6233538,1,1,11 Nov. 2016,2016,6.8,276,,0,1
tv series,Roman Empire,6233538,1,2,11 Nov. 2016,2016,7.1,217,,0,1
tv series,Roman Empire,6233538,1,3,11 Nov. 2016,2016,7,195,,0,1
tv series,Roman Empire,6233538,1,4,11 Nov. 2016,2016,7.1,191,,0,1
tv series,Roman Empire,6233538,1,5,11 Nov. 2016,2016,7.3,174,,0,1
tv series,Roman Empire,6233538,1,6,11 Nov. 2016,2016,7.4,188,,0,1
tv series,Roman Empire,6233538,2,1,27 Jul. 2018,2018,7.5,199,,0,1
tv series,Roman Empire,6233538,2,2,27 Jul. 2018,2018,7.9,164,,0,1
tv series,Roman Empire,6233538,2,3,27 Jul. 2018,2018,7.9,145,,0,1
tv series,Roman Empire,6233538,2,4,27 Jul. 2018,2018,7.9,152,,0,1
tv series,Roman Empire,6233538,2,5,27 Jul. 2018,2018,7.9,150,,0,1
tv series,Roman Empire,6233538,3,1,5 Apr. 2019,2019,7.3,142,,0,1
tv series,Roman Empire,6233538,3,2,5 Apr. 2019,2019,7.3,124,,0,1
tv series,Roman Empire,6233538,3,3,5 Apr. 2019,2019,7.4,124,,0,1
tv series,Roman Empire,6233538,3,4,5 Apr. 2019,2019,7.4,114,,0,1
tv series,Shadow,9817236,1,1,7 Mar. 2019,2019,6.8,57,,0,0
tv series,Shadow,9817236,1,2,8 Mar. 2019,2019,7.3,40,,0,0
tv series,Shadow,9817236,1,3,8 Mar. 2019,2019,7.3,35,,0,0
tv series,Shadow,9817236,1,4,8 Mar. 2019,2019,7.5,33,,0,0
tv series,Shadow,9817236,1,5,8 Mar. 2019,2019,7.8,35,,0,0
tv series,Shadow,9817236,1,6,8 Mar. 2019,2019,7.6,34,,0,0
tv series,Shadow,9817236,1,7,8 Mar. 2019,2019,7.4,32,,0,0
tv series,Shadow,9817236,1,8,8 Mar. 2019,2019,7.6,33,,0,0
tv series,Magic for Humans,8425308,1,1,17 Aug. 2018,2018,7.5,152,25,1,0
tv series,Magic for Humans,8425308,1,2,17 Aug. 2018,2018,7.6,117,23,1,0
tv series,Magic for Humans,8425308,1,3,17 Aug. 2018,2018,7.5,106,23,1,0
tv series,Magic for Humans,8425308,1,4,17 Aug. 2018,2018,7.7,113,23,1,0
tv series,Magic for Humans,8425308,1,5,17 Aug. 2018,2018,7.8,104,23,1,0
tv series,Magic for Humans,8425308,1,6,17 Aug. 2018,2018,6.9,106,21,1,0
tv series,Magic for Humans,8425308,2,1,4 Dec. 2019,2019,7.1,69,,1,0
tv series,Magic for Humans,8425308,2,2,4 Dec. 2019,2019,7.5,59,,1,0
tv series,Magic for Humans,8425308,2,3,4 Dec. 2019,2019,7.5,55,,1,0
tv series,Magic for Humans,8425308,2,4,4 Dec. 2019,2019,7.4,53,,1,0
tv series,Magic for Humans,8425308,2,5,4 Dec. 2019,2019,7.4,50,,1,0
tv series,Magic for Humans,8425308,2,6,4 Dec. 2019,2019,8,62,,1,0
tv series,Magic for Humans,8425308,3,1,15-May-20,2020,8,54,,1,0
tv series,Magic for Humans,8425308,3,2,15-May-20,2020,7.5,41,,1,0
tv series,Magic for Humans,8425308,3,3,15-May-20,2020,7.9,39,,1,0
tv series,Magic for Humans,8425308,3,4,15-May-20,2020,7.8,32,,1,0
tv series,Magic for Humans,8425308,3,5,15-May-20,2020,8.1,31,,1,0
tv series,Magic for Humans,8425308,3,6,15-May-20,2020,7.4,32,,1,0
tv series,Magic for Humans,8425308,3,7,15-May-20,2020,7.8,30,,1,0
tv series,Alexa & Katie,6916746,1,1,23 Mar. 2018,2018,7.7,109,,1,1
tv series,Alexa & Katie,6916746,1,2,23 Mar. 2018,2018,8.3,80,,1,1
tv series,Alexa & Katie,6916746,1,3,23 Mar. 2018,2018,8.3,77,,1,1
tv series,Alexa & Katie,6916746,1,4,23 Mar. 2018,2018,8.5,77,,1,1
tv series,Alexa & Katie,6916746,1,5,23 Mar. 2018,2018,8.4,78,,1,1
tv series,Alexa & Katie,6916746,1,6,23 Mar. 2018,2018,8.3,78,,1,1
tv series,Alexa & Katie,6916746,1,7,23 Mar. 2018,2018,8.5,76,,1,1
tv series,Alexa & Katie,6916746,1,8,23 Mar. 2018,2018,8.6,75,,1,1
tv series,Alexa & Katie,6916746,1,9,23 Mar. 2018,2018,8.4,70,,1,1
tv series,Alexa & Katie,6916746,1,10,23 Mar. 2018,2018,8.5,73,,1,1
tv series,Alexa & Katie,6916746,1,11,23 Mar. 2018,2018,8.4,68,,1,1
tv series,Alexa & Katie,6916746,1,12,23 Mar. 2018,2018,8.6,73,,1,1
tv series,Alexa & Katie,6916746,1,13,23 Mar. 2018,2018,8.9,79,,1,1
tv series,Alexa & Katie,6916746,2,1,26 Dec. 2018,2018,8.7,68,,1,1
tv series,Alexa & Katie,6916746,2,2,26 Dec. 2018,2018,8.7,62,,1,1
tv series,Alexa & Katie,6916746,2,3,26 Dec. 2018,2018,8.7,60,,1,1
tv series,Alexa & Katie,6916746,2,4,26 Dec. 2018,2018,8.6,64,,1,1
tv series,Alexa & Katie,6916746,2,5,26 Dec. 2018,2018,8.8,63,,1,1
tv series,Alexa & Katie,6916746,2,6,26 Dec. 2018,2018,8.8,62,,1,1
tv series,Alexa & Katie,6916746,2,7,26 Dec. 2018,2018,8.8,58,,1,1
tv series,Alexa & Katie,6916746,2,8,26 Dec. 2018,2018,9.2,61,,1,1
tv series,Alexa & Katie,6916746,2,9,26 Dec. 2018,2018,9,59,,1,1
tv series,Alexa & Katie,6916746,2,10,26 Dec. 2018,2018,9.2,69,,1,1
tv series,Alexa & Katie,6916746,3,1,30 Dec. 2019,2019,8.3,39,,1,1
tv series,Alexa & Katie,6916746,3,2,30 Dec. 2019,2019,8.4,36,,1,1
tv series,Alexa & Katie,6916746,3,3,30 Dec. 2019,2019,8.3,35,,1,1
tv series,Alexa & Katie,6916746,3,4,30 Dec. 2019,2019,8.2,33,,1,1
tv series,Alexa & Katie,6916746,3,5,30 Dec. 2019,2019,8.2,33,,1,1
tv series,Alexa & Katie,6916746,3,6,30 Dec. 2019,2019,8,34,,1,1
tv series,Alexa & Katie,6916746,3,7,30 Dec. 2019,2019,8.2,33,,1,1
tv series,Alexa & Katie,6916746,3,8,30 Dec. 2019,2019,8.6,37,,1,1
tv series,Alexa & Katie,6916746,4,1,13 Jun. 2020,2020,8.1,29,,1,1
tv series,Alexa & Katie,6916746,4,2,13 Jun. 2020,2020,8.2,28,,1,1
tv series,Alexa & Katie,6916746,4,3,13 Jun. 2020,2020,8.1,28,,1,1
tv series,Alexa & Katie,6916746,4,4,13 Jun. 2020,2020,8.6,30,,1,1
tv series,Alexa & Katie,6916746,4,5,13 Jun. 2020,2020,9,32,,1,1
tv series,Alexa & Katie,6916746,4,6,13 Jun. 2020,2020,8.2,27,,1,1
tv series,Alexa & Katie,6916746,4,7,13 Jun. 2020,2020,8.5,24,,1,1
tv series,Alexa & Katie,6916746,4,8,13 Jun. 2020,2020,9.1,44,,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,1,1,14 Apr. 2017,2017,7.8,620,90,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,1,2,14 Apr. 2017,2017,8.2,436,89,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,1,3,14 Apr. 2017,2017,7.2,353,87,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,1,4,14 Apr. 2017,2017,7.9,364,92,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,1,5,14 Apr. 2017,2017,7.3,312,86,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,1,6,14 Apr. 2017,2017,7.7,317,,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,1,7,14 Apr. 2017,2017,7.4,277,,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,1,8,14 Apr. 2017,2017,7.1,255,,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,1,9,14 Apr. 2017,2017,7.7,275,,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,1,10,14 Apr. 2017,2017,7.8,260,,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,1,11,14 Apr. 2017,2017,7.3,239,,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,1,12,14 Apr. 2017,2017,7.3,251,,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,1,13,14 Apr. 2017,2017,7.1,224,,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,1,14,14 Apr. 2017,2017,7.3,216,,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,2,1,22 Nov. 2018,2018,8.7,301,,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,2,2,22 Nov. 2018,2018,7.5,243,,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,2,3,22 Nov. 2018,2018,7.5,195,,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,2,4,22 Nov. 2018,2018,7.9,180,,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,2,5,22 Nov. 2018,2018,7.4,171,,1,1
tv series,Mystery Science Theater 3000: The Return,6782014,2,6,22 Nov. 2018,2018,7.6,137,,1,1
tv series,Abyss,10055734,1,1,6-May-19,2019,7.2,21,66,1,0
tv series,Abyss,10055734,1,2,7-May-19,2019,7.2,16,65,1,0
tv series,Abyss,10055734,1,3,13-May-19,2019,6.9,16,,1,0
tv series,Abyss,10055734,1,4,14-May-19,2019,6.7,15,,1,0
tv series,Abyss,10055734,1,5,20-May-19,2019,6.8,12,,1,0
tv series,Abyss,10055734,1,6,21-May-19,2019,7.1,11,,1,0
tv series,Abyss,10055734,1,7,27-May-19,2019,7.2,12,,1,0
tv series,Abyss,10055734,1,8,28-May-19,2019,6.8,12,,1,0
tv series,Abyss,10055734,1,9,3 Jun. 2019,2019,7,11,,1,0
tv series,Abyss,10055734,1,10,4 Jun. 2019,2019,7.3,12,,1,0
tv series,Abyss,10055734,1,11,10 Jun. 2019,2019,7,10,,1,0
tv series,Abyss,10055734,1,12,11 Jun. 2019,2019,7.2,11,,1,0
tv series,Abyss,10055734,1,13,17 Jun. 2019,2019,6.5,10,,1,0
tv series,Abyss,10055734,1,14,18 Jun. 2019,2019,6.4,10,,1,0
tv series,Abyss,10055734,1,15,24 Jun. 2019,2019,6.8,12,,1,0
tv series,Abyss,10055734,1,16,25 Jun. 2019,2019,8.2,12,,1,0
tv series,Accidentally in Love,9077184,1,1,8 Aug. 2018,2018,8.1,12,,0,0
tv series,Accidentally in Love,9077184,1,2,8 Aug. 2018,2018,,,,0,0
tv series,Accidentally in Love,9077184,1,3,9 Aug. 2018,2018,,,,0,0
tv series,Accidentally in Love,9077184,1,4,9 Aug. 2018,2018,,,,0,0
tv series,Accidentally in Love,9077184,1,5,10 Aug. 2018,2018,,,,0,0
tv series,Accidentally in Love,9077184,1,6,10 Aug. 2018,2018,,,,0,0
tv series,Accidentally in Love,9077184,1,7,,,,,,0,0
tv series,Accidentally in Love,9077184,1,8,,,,,,0,0
tv series,Accidentally in Love,9077184,1,9,,,,,,0,0
tv series,Accidentally in Love,9077184,1,10,,,,,,0,0
tv series,Accidentally in Love,9077184,1,11,,,,,,0,0
tv series,Accidentally in Love,9077184,1,12,,,,,,0,0
tv series,Accidentally in Love,9077184,1,13,,,,,,0,0
tv series,Accidentally in Love,9077184,1,14,,,,,,0,0
tv series,Accidentally in Love,9077184,1,15,,,,,,0,0
tv series,Accidentally in Love,9077184,1,16,,,,,,0,0
tv series,Accidentally in Love,9077184,1,17,,,,,,0,0
tv series,Accidentally in Love,9077184,1,18,,,,,,0,0
tv series,Accidentally in Love,9077184,1,19,,,,,,0,0
tv series,Accidentally in Love,9077184,1,20,,,,,,0,0
tv series,Accidentally in Love,9077184,1,21,,,,,,0,0
tv series,Accidentally in Love,9077184,1,22,,,,,,0,0
tv series,Accidentally in Love,9077184,1,23,,,,,,0,0
tv series,Accidentally in Love,9077184,1,24,,,,,,0,0
tv series,Accidentally in Love,9077184,1,25,,,,,,0,0
tv series,Accidentally in Love,9077184,1,26,,,,,,0,0
tv series,Accidentally in Love,9077184,1,27,,,,,,0,0
tv series,Accidentally in Love,9077184,1,28,,,,,,0,0
tv series,Accidentally in Love,9077184,1,29,,,,,,0,0
tv series,Accidentally in Love,9077184,1,30,,,,,,0,0
tv series,Go! Live Your Way,9654086,1,1,22 Feb. 2019,2019,8.2,20,,1,0
tv series,Go! Live Your Way,9654086,1,2,22 Feb. 2019,2019,8.9,15,,1,0
tv series,Go! Live Your Way,9654086,1,3,22 Feb. 2019,2019,8.7,13,,1,0
tv series,Go! Live Your Way,9654086,1,4,22 Feb. 2019,2019,8.9,13,,1,0
tv series,Go! Live Your Way,9654086,1,5,22 Feb. 2019,2019,8.8,12,,1,0
tv series,Go! Live Your Way,9654086,1,6,22 Feb. 2019,2019,8.6,12,,1,0
tv series,Go! Live Your Way,9654086,1,7,22 Feb. 2019,2019,8.9,12,,1,0
tv series,Go! Live Your Way,9654086,1,8,22 Feb. 2019,2019,8.4,11,,1,0
tv series,Go! Live Your Way,9654086,1,9,22 Feb. 2019,2019,8.9,10,,1,0
tv series,Go! Live Your Way,9654086,1,10,22 Feb. 2019,2019,8.3,10,,1,0
tv series,Go! Live Your Way,9654086,1,11,22 Feb. 2019,2019,8.5,10,,1,0
tv series,Go! Live Your Way,9654086,1,12,22 Feb. 2019,2019,8.5,10,,1,0
tv series,Go! Live Your Way,9654086,1,13,22 Feb. 2019,2019,8.4,10,,1,0
tv series,Go! Live Your Way,9654086,1,14,22 Feb. 2019,2019,8.8,12,,1,0
tv series,Go! Live Your Way,9654086,1,15,22 Feb. 2019,2019,8.5,11,,1,0
tv series,Go! Live Your Way,9654086,2,1,21 Jun. 2019,2019,9,10,,1,0
tv series,Go! Live Your Way,9654086,2,2,21 Jun. 2019,2019,8.1,8,,1,0
tv series,Go! Live Your Way,9654086,2,3,21 Jun. 2019,2019,8.7,6,,1,0
tv series,Go! Live Your Way,9654086,2,4,21 Jun. 2019,2019,9,6,,1,0
tv series,Go! Live Your Way,9654086,2,5,21 Jun. 2019,2019,8,7,,1,0
tv series,Go! Live Your Way,9654086,2,6,21 Jun. 2019,2019,9,6,,1,0
tv series,Go! Live Your Way,9654086,2,7,21 Jun. 2019,2019,8.8,6,,1,0
tv series,Go! Live Your Way,9654086,2,8,21 Jun. 2019,2019,8.8,6,,1,0
tv series,Go! Live Your Way,9654086,2,9,21 Jun. 2019,2019,9,6,,1,0
tv series,Go! Live Your Way,9654086,2,10,21 Jun. 2019,2019,8,7,,1,0
tv series,Go! Live Your Way,9654086,2,11,21 Jun. 2019,2019,9,7,,1,0
tv series,Go! Live Your Way,9654086,2,12,21 Jun. 2019,2019,8.8,6,,1,0
tv series,Go! Live Your Way,9654086,2,13,21 Jun. 2019,2019,8,7,,1,0
tv series,Go! Live Your Way,9654086,2,14,21 Jun. 2019,2019,9,8,,1,0
tv series,Go! Live Your Way,9654086,2,15,21 Jun. 2019,2019,8.4,10,,1,0
tv series,Spy Kids: Mission Critical,6714408,1,1,20 Apr. 2018,2018,8.1,10,,1,0
tv series,Spy Kids: Mission Critical,6714408,1,2,20 Apr. 2018,2018,8,9,,1,0
tv series,Spy Kids: Mission Critical,6714408,1,3,20 Apr. 2018,2018,7.9,9,,1,0
tv series,Spy Kids: Mission Critical,6714408,1,4,20 Apr. 2018,2018,7.3,9,,1,0
tv series,Spy Kids: Mission Critical,6714408,1,5,20 Apr. 2018,2018,8,7,,1,0
tv series,Spy Kids: Mission Critical,6714408,1,6,20 Apr. 2018,2018,8.7,9,,1,0
tv series,Spy Kids: Mission Critical,6714408,1,7,20 Apr. 2018,2018,8.3,7,,1,0
tv series,Spy Kids: Mission Critical,6714408,1,8,20 Apr. 2018,2018,8.1,7,,1,0
tv series,Spy Kids: Mission Critical,6714408,1,9,20 Apr. 2018,2018,7.1,8,24,1,0
tv series,Spy Kids: Mission Critical,6714408,1,10,20 Apr. 2018,2018,8,6,,1,0
tv series,Spy Kids: Mission Critical,6714408,2,1,30 Nov. 2018,2018,6.4,,,1,0
tv series,Spy Kids: Mission Critical,6714408,2,2,30 Nov. 2018,2018,8.7,6,,1,0
tv series,Spy Kids: Mission Critical,6714408,2,3,30 Nov. 2018,2018,,,,1,0
tv series,Spy Kids: Mission Critical,6714408,2,4,30 Nov. 2018,2018,,,,1,0
tv series,Spy Kids: Mission Critical,6714408,2,5,30 Nov. 2018,2018,,,,1,0
tv series,Spy Kids: Mission Critical,6714408,2,6,30 Nov. 2018,2018,,,,1,0
tv series,Spy Kids: Mission Critical,6714408,2,7,30 Nov. 2018,2018,,,,1,0
